csv_name,frame,face_id,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1.csv,0,0,0.98,1,0.76,0.96,0.22,0.0,0.0,0.35,0.0,0.16,0.04,0.23,1.14,0.57,0.23,0.0,0.0,0.0,0.17
1.csv,1,0,0.98,1,0.74,0.47,0.07,0.0,0.0,0.26,0.0,0.05,0.01,0.08,0.6,0.25,0.08,0.0,0.34,0.32,0.06
1.csv,2,0,0.98,1,0.49,0.15,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.31,0.06,0.0,0.0,0.56,0.51,0.02
1.csv,3,0,0.98,1,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.0,0.0,0.72,0.62,0.02
1.csv,4,0,0.98,1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.67,0.68,0.08
1.csv,5,0,0.98,1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.77,0.82,0.08
1.csv,6,0,0.98,1,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.88,0.96,0.09
1.csv,7,0,0.98,1,0.22,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.8,0.79,0.03
1.csv,8,0,0.98,1,0.52,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.0,0.73,0.61,0.01
1.csv,9,0,0.98,1,0.51,0.07,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.3,0.24,0.0,0.0,0.88,0.56,0.0
1.csv,10,0,0.98,1,0.45,0.07,0.69,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.47,0.44,0.0,0.03,0.71,0.45,0.0
1.csv,11,0,0.77,1,0.14,0.07,0.73,0.0,0.06,0.29,0.0,0.0,0.0,0.12,0.4,0.68,0.06,0.03,0.88,0.77,0.0
1.csv,12,0,0.98,1,0.14,0.0,0.93,0.0,0.07,0.29,0.0,0.0,0.0,0.12,0.36,0.59,0.28,0.03,1.04,0.99,0.0
1.csv,13,0,0.98,1,0.0,0.0,0.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.28,0.0,1.71,1.55,0.0
1.csv,14,0,0.98,1,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.21,0.0,2.01,1.64,0.0
1.csv,15,0,0.98,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.0,1.88,1.46,0.0
1.csv,16,0,0.98,1,0.03,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,1.67,1.33,0.03
1.csv,17,0,0.98,1,0.08,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,1.59,1.22,0.03
1.csv,18,0,0.98,1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,1.43,1.04,0.03
1.csv,19,0,0.98,1,0.48,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.0,1.19,0.74,0.0
1.csv,20,0,0.98,1,0.43,0.0,0.16,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.38,0.23,0.0,0.0,0.84,0.45,0.0
1.csv,21,0,0.98,1,0.2,0.29,0.29,0.22,0.22,0.2,0.08,0.25,0.16,0.0,0.7,0.12,0.0,0.15,0.57,0.5,0.0
1.csv,22,0,0.88,1,0.27,0.44,0.28,0.2,0.24,0.2,0.08,0.25,0.16,0.0,0.59,0.03,0.0,0.15,0.61,0.42,0.0
1.csv,23,0,0.98,1,0.38,0.52,0.21,0.07,0.21,0.2,0.08,0.25,0.16,0.0,0.47,0.05,0.0,0.15,0.68,0.66,0.0
1.csv,24,0,0.98,1,0.4,0.23,0.08,0.23,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.23,0.0,0.0,0.94,0.95,0.0
1.csv,25,0,0.98,1,0.13,0.08,0.06,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.47,0.0,0.0,0.8,1.33,0.0
1.csv,26,0,0.98,1,0.02,0.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.09,0.0,0.71,1.43,0.0
1.csv,27,0,0.98,1,0.04,0.0,0.1,0.53,0.11,0.03,0.0,0.0,0.0,0.0,0.12,0.57,0.09,0.0,0.65,1.0,0.0
1.csv,28,0,0.98,1,0.04,0.08,0.1,0.48,0.08,0.03,0.0,0.0,0.0,0.0,0.12,0.49,0.09,0.0,0.65,0.63,0.0
1.csv,29,0,0.98,1,0.2,0.08,0.12,0.26,0.09,0.03,0.0,0.0,0.0,0.0,0.12,0.38,0.0,0.0,0.47,0.26,0.0
1.csv,30,0,0.98,1,0.35,0.08,0.03,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.34,0.0
1.csv,31,0,0.98,1,0.38,0.0,0.17,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.25,0.34,0.0
1.csv,32,0,0.98,1,0.21,0.26,0.34,0.15,0.13,0.32,0.19,0.36,0.0,0.0,0.12,0.21,0.0,0.1,0.23,0.55,0.0
1.csv,33,0,0.98,1,0.22,0.35,0.33,0.13,0.11,0.32,0.19,0.36,0.01,0.0,0.15,0.19,0.02,0.1,0.2,0.57,0.0
1.csv,34,0,0.98,1,0.2,0.35,0.24,0.1,0.13,0.32,0.19,0.36,0.1,0.0,0.2,0.36,0.18,0.22,0.15,0.7,0.0
1.csv,35,0,0.98,1,0.2,0.09,0.1,0.07,0.2,0.08,0.0,0.0,0.22,0.0,0.08,0.57,0.35,0.44,0.09,0.45,0.0
1.csv,36,0,0.98,1,0.01,0.0,0.17,0.02,0.37,0.2,0.0,0.0,0.32,0.0,0.05,0.68,0.51,0.66,0.0,0.37,0.0
1.csv,37,0,0.98,1,0.0,0.0,0.12,0.02,0.53,0.58,0.0,0.0,0.46,0.0,0.0,0.45,0.59,0.72,0.0,0.15,0.0
1.csv,38,0,0.98,1,0.0,0.0,0.08,0.0,0.65,0.85,0.0,0.0,0.62,0.0,0.0,0.35,0.55,0.69,0.1,0.22,0.0
1.csv,39,0,0.98,1,0.0,0.0,0.03,0.0,0.72,1.01,0.0,0.0,0.71,0.0,0.0,0.27,0.37,0.76,0.2,0.17,0.0
1.csv,40,0,0.98,1,0.0,0.0,0.11,0.0,0.77,0.8,0.08,0.04,0.79,0.0,0.0,0.29,0.13,0.69,0.2,0.2,0.0
1.csv,41,0,0.98,1,0.0,0.0,0.13,0.0,0.8,0.81,0.16,0.07,0.81,0.0,0.0,0.22,0.0,0.52,0.13,0.05,0.0
1.csv,42,0,0.98,1,0.0,0.0,0.24,0.0,0.85,0.67,0.16,0.12,1.04,0.0,0.0,0.11,0.29,0.23,0.03,0.02,0.14
1.csv,43,0,0.98,1,0.48,0.4,0.25,0.0,0.62,0.61,0.07,0.26,0.79,0.0,0.23,0.05,0.29,0.06,0.14,0.12,0.14
1.csv,44,0,0.98,1,0.6,0.4,0.39,0.0,0.44,0.25,0.18,0.23,0.54,0.08,0.5,0.32,0.29,0.45,0.19,0.33,0.14
1.csv,47,0,0.98,1,0.0,0.0,0.6,0.0,0.82,0.99,0.02,0.16,1.02,0.04,0.0,0.21,0.0,0.0,0.0,0.0,1.18
1.csv,48,0,0.98,1,0.0,0.0,0.76,0.0,1.26,1.37,0.03,0.16,1.47,0.04,0.0,0.34,0.06,0.0,0.02,0.0,1.59
1.csv,49,0,0.98,1,0.0,0.0,0.62,0.0,1.43,1.35,0.01,0.09,1.41,0.09,0.0,0.45,0.14,0.0,0.12,0.0,1.22
1.csv,50,0,0.98,1,0.0,0.0,0.46,0.0,1.37,0.84,0.0,0.0,1.29,0.15,0.0,0.5,0.29,0.0,0.13,0.0,0.88
1.csv,51,0,0.98,1,0.0,0.0,0.56,0.0,1.46,0.59,0.0,0.08,1.37,0.27,0.0,0.66,0.46,0.0,0.13,0.0,0.68
1.csv,52,0,0.98,1,0.03,0.0,0.65,0.0,1.42,0.55,0.0,0.13,1.46,0.21,0.0,0.72,0.37,0.07,0.03,0.0,0.8
1.csv,53,0,0.98,1,0.03,0.0,0.67,0.0,1.57,0.68,0.06,0.21,1.49,0.13,0.0,0.92,0.38,0.07,0.01,0.0,0.6
1.csv,54,0,0.98,1,0.68,0.5,0.56,0.0,1.05,0.54,0.06,0.24,0.96,0.0,0.4,0.64,0.15,0.06,0.27,0.02,0.4
1.csv,55,0,0.98,1,0.65,0.5,0.41,0.0,0.98,0.21,0.08,0.21,0.86,0.07,0.4,0.65,0.15,0.09,0.27,0.02,0.17
1.csv,56,0,0.98,1,0.65,0.5,0.37,0.0,0.91,0.26,0.01,0.12,0.84,0.07,0.4,0.57,0.01,0.17,0.27,0.02,0.29
1.csv,57,0,0.98,1,0.0,0.0,0.5,0.0,1.35,0.3,0.01,0.06,1.35,0.15,0.0,0.78,0.11,0.26,0.01,0.0,0.48
1.csv,58,0,0.98,1,0.0,0.0,0.7,0.0,1.34,0.34,0.0,0.07,1.44,0.17,0.0,0.71,0.24,0.28,0.03,0.0,0.54
1.csv,59,0,0.98,1,0.0,0.0,0.71,0.0,1.29,0.51,0.0,0.19,1.52,0.26,0.0,0.62,0.31,0.2,0.03,0.0,0.79
1.csv,60,0,0.98,1,0.0,0.0,0.45,0.0,1.28,0.79,0.04,0.33,1.59,0.2,0.0,0.52,0.21,0.14,0.02,0.0,0.74
1.csv,61,0,0.98,1,0.0,0.0,0.43,0.0,1.29,1.17,0.11,0.54,1.69,0.22,0.0,0.35,0.13,0.03,0.0,0.0,0.66
1.csv,62,0,0.98,1,0.0,0.0,0.67,0.0,1.33,1.39,0.24,0.62,1.73,0.13,0.0,0.19,0.2,0.03,0.0,0.0,0.39
1.csv,63,0,0.98,1,0.0,0.0,1.04,0.0,1.34,1.65,0.35,0.63,1.7,0.1,0.0,0.12,0.35,0.0,0.0,0.0,0.4
1.csv,64,0,0.98,1,0.0,0.0,1.25,0.0,1.37,1.69,0.43,0.6,1.64,0.06,0.0,0.27,0.37,0.0,0.01,0.0,0.33
1.csv,65,0,0.98,1,0.6,0.28,0.91,0.0,0.92,1.12,0.3,0.55,1.1,0.06,0.19,0.21,0.23,0.0,0.17,0.0,0.19
1.csv,66,0,0.98,1,0.6,0.28,0.71,0.0,0.98,1.19,0.15,0.51,1.15,0.06,0.19,0.24,0.07,0.01,0.17,0.0,0.28
1.csv,67,0,0.98,1,0.6,0.28,0.25,0.0,0.49,0.66,0.0,0.3,0.59,0.0,0.19,0.08,0.0,0.01,0.16,0.0,0.25
1.csv,70,0,0.98,1,2.07,1.32,1.44,0.0,0.0,0.44,0.19,0.0,0.0,0.0,0.55,1.78,0.0,0.72,0.58,1.33,0.0
1.csv,71,0,0.98,1,2.07,1.32,1.51,0.0,0.0,0.44,0.31,0.0,0.0,0.1,0.55,2.43,0.28,1.1,0.58,2.01,0.01
1.csv,72,0,0.77,1,1.43,0.81,1.13,0.0,0.02,0.4,0.34,0.1,0.0,0.29,0.3,1.63,0.28,0.72,0.54,1.55,0.01
1.csv,73,0,0.98,1,0.88,0.55,0.27,0.0,0.06,0.0,0.4,0.2,0.0,0.37,0.03,0.69,0.28,0.37,0.66,1.24,0.01
1.csv,74,0,0.98,1,1.47,1.09,0.24,0.0,0.06,0.0,0.28,0.32,0.0,0.26,0.21,0.03,0.0,0.0,0.89,0.64,0.0
1.csv,75,0,0.98,1,1.38,1.14,0.15,0.0,0.04,0.21,0.16,0.31,0.0,0.07,0.3,0.07,0.0,0.0,0.55,0.48,0.0
1.csv,76,0,0.98,1,0.77,0.38,0.0,0.0,0.0,0.63,0.0,0.27,0.0,0.0,0.26,0.2,0.0,0.0,0.0,0.48,0.0
10.csv,0,0,0.98,1,0.66,0.1,0.0,0.0,1.19,0.89,0.0,1.08,1.6,0.95,0.0,0.94,0.48,0.15,0.0,0.22,0.0
10.csv,1,0,0.77,1,0.49,0.13,0.21,0.0,1.31,0.51,0.0,1.07,1.26,0.54,0.0,1.19,0.5,0.23,0.05,0.28,0.0
10.csv,2,0,0.98,1,0.27,0.09,0.27,0.0,1.22,0.42,0.0,1.12,1.35,0.35,0.0,1.17,0.34,0.18,0.05,0.21,0.03
10.csv,3,0,0.98,1,0.0,0.0,0.24,0.0,0.95,0.62,0.0,1.23,1.77,0.49,0.0,0.94,0.1,0.11,0.0,0.0,0.16
10.csv,4,0,0.98,1,0.0,0.0,0.37,0.0,0.96,0.63,0.0,1.23,1.74,0.57,0.0,0.93,0.1,0.02,0.0,0.08,0.19
10.csv,5,0,0.98,1,0.0,0.0,0.45,0.0,1.01,0.7,0.0,1.17,1.61,0.6,0.0,0.99,0.1,0.02,0.0,0.22,0.16
10.csv,6,0,0.98,1,0.0,0.05,0.27,0.0,1.05,0.69,0.0,1.32,1.55,0.45,0.0,0.88,0.17,0.13,0.09,0.37,0.12
10.csv,7,0,0.98,1,0.0,0.05,0.14,0.0,1.04,0.72,0.0,1.28,1.46,0.41,0.0,0.94,0.5,0.12,0.13,0.58,0.25
10.csv,8,0,0.98,1,0.0,0.05,0.0,0.0,1.04,0.8,0.0,1.23,1.36,0.38,0.0,0.84,0.85,0.12,0.16,0.76,0.38
10.csv,9,0,0.93,1,0.0,0.0,0.11,0.0,1.23,1.16,0.01,0.93,1.34,0.27,0.01,0.62,0.89,0.0,0.47,1.07,0.3
10.csv,10,0,0.93,1,0.17,0.0,0.17,0.0,1.21,1.2,0.01,0.85,1.41,0.47,0.01,0.55,0.67,0.0,0.43,0.78,0.13
10.csv,11,0,0.98,1,0.17,0.0,0.27,0.0,1.37,1.46,0.01,0.74,1.48,0.35,0.14,0.46,0.54,0.0,0.77,0.73,0.0
10.csv,12,0,0.93,1,0.17,0.0,0.15,0.0,1.37,1.42,0.0,0.7,1.53,0.37,0.13,0.46,0.34,0.01,0.61,0.73,0.2
10.csv,13,0,0.93,1,0.0,0.0,0.1,0.0,1.55,1.67,0.0,0.6,1.55,0.09,0.13,0.22,0.22,0.07,0.89,1.5,0.2
10.csv,14,0,0.93,1,0.0,0.0,0.0,0.0,1.57,1.96,0.0,0.68,1.54,0.13,0.0,0.13,0.0,0.07,0.81,1.75,0.2
10.csv,15,0,0.88,1,0.06,0.0,0.02,0.0,1.56,2.23,0.0,0.69,1.36,0.1,0.0,0.07,0.0,0.06,0.7,1.8,0.06
10.csv,16,0,0.93,1,0.06,0.0,0.04,0.0,1.61,2.45,0.04,0.77,1.24,0.04,0.03,0.07,0.0,0.0,0.57,1.5,0.1
10.csv,17,0,0.93,1,0.06,0.0,0.04,0.0,1.6,2.18,0.04,0.72,1.23,0.0,0.14,0.0,0.0,0.0,0.61,1.61,0.1
10.csv,18,0,0.88,1,0.0,0.0,0.02,0.0,1.68,2.29,0.04,0.72,1.31,0.0,0.32,0.0,0.0,0.0,0.79,1.55,0.04
10.csv,19,0,0.88,1,0.0,0.0,0.02,0.0,1.71,2.17,0.01,0.52,1.35,0.0,0.6,0.0,0.0,0.0,0.83,1.65,0.0
10.csv,20,0,0.93,1,0.0,0.0,0.02,0.0,1.9,2.21,0.13,0.58,1.4,0.03,0.8,0.05,0.0,0.0,0.78,1.51,0.0
10.csv,21,0,0.88,1,0.07,0.29,0.12,0.0,1.59,1.74,0.13,0.69,1.42,0.4,0.63,0.48,0.16,0.25,0.45,1.06,0.17
10.csv,22,0,0.98,1,0.07,0.29,0.1,0.0,1.62,1.63,0.3,0.82,1.39,0.4,0.49,0.73,0.16,0.33,0.59,1.05,0.17
10.csv,23,0,0.88,1,0.07,0.29,0.1,0.0,1.39,1.27,0.18,0.75,1.25,0.37,0.18,0.71,0.16,0.33,0.52,0.93,0.17
10.csv,24,0,0.93,1,0.25,0.0,0.0,0.0,1.56,1.08,0.18,0.42,0.81,0.0,0.18,0.32,0.0,0.08,0.57,1.12,0.0
10.csv,25,0,0.88,1,0.36,0.0,0.0,0.0,1.37,0.78,0.0,0.31,0.5,0.0,0.0,0.18,0.0,0.0,0.25,0.67,0.0
10.csv,26,0,0.88,1,0.62,0.0,0.0,0.0,1.29,0.93,0.06,0.19,0.33,0.0,0.0,0.35,0.0,0.0,0.22,0.29,0.0
10.csv,27,0,0.88,1,0.66,0.0,0.0,0.0,1.23,1.19,0.12,0.28,0.45,0.0,0.0,0.54,0.0,0.0,0.32,0.11,0.0
10.csv,28,0,0.88,1,0.75,0.0,0.18,0.05,1.16,1.45,0.24,0.3,0.53,0.0,0.03,0.55,0.0,0.0,0.52,0.16,0.0
10.csv,29,0,0.93,1,0.58,0.0,0.2,0.05,1.18,1.46,0.3,0.26,0.62,0.0,0.08,0.46,0.0,0.0,0.46,0.23,0.0
10.csv,30,0,0.88,1,0.29,0.0,0.2,0.2,1.12,1.41,0.24,0.43,0.77,0.0,0.1,0.35,0.0,0.0,0.5,0.23,0.01
10.csv,31,0,0.88,1,0.1,0.0,0.02,0.15,1.1,1.47,0.11,0.53,0.86,0.0,0.26,0.43,0.0,0.0,0.57,0.25,0.02
10.csv,32,0,0.88,1,0.05,0.2,0.12,0.15,0.85,1.4,0.0,0.63,1.04,0.31,0.21,0.95,0.18,0.34,0.45,0.18,0.07
10.csv,33,0,0.98,1,0.05,0.2,0.12,0.0,0.88,1.39,0.0,0.62,1.12,0.31,0.39,0.99,0.17,0.34,0.58,0.41,0.12
10.csv,34,0,0.88,1,0.26,0.2,0.12,0.09,0.95,1.22,0.0,0.58,1.33,0.31,0.3,0.83,0.26,0.34,0.66,0.31,0.12
10.csv,35,0,0.93,1,0.29,0.0,0.0,0.41,1.24,1.38,0.0,0.66,1.28,0.0,0.44,0.36,0.09,0.0,1.09,0.7,0.06
10.csv,36,0,0.93,1,0.32,0.0,0.0,0.43,1.28,1.29,0.0,0.6,1.31,0.0,0.4,0.26,0.09,0.0,1.14,0.9,0.0
10.csv,37,0,0.93,1,0.17,0.0,0.0,0.48,1.21,1.29,0.0,0.56,1.34,0.0,0.41,0.32,0.0,0.0,1.19,1.21,0.0
10.csv,38,0,0.88,1,0.12,0.0,0.0,0.17,1.16,1.13,0.0,0.62,1.48,0.02,0.59,0.18,0.0,0.0,1.19,1.3,0.0
10.csv,39,0,0.88,1,0.24,0.0,0.0,0.16,1.2,1.29,0.0,0.82,1.48,0.28,0.7,0.28,0.0,0.0,1.16,1.28,0.12
10.csv,40,0,0.88,1,0.6,0.18,0.0,0.22,1.24,1.62,0.01,0.93,1.35,0.28,0.8,0.24,0.0,0.0,1.08,1.33,0.12
10.csv,41,0,0.88,1,0.7,0.4,0.0,0.4,1.26,1.95,0.08,0.95,1.26,0.26,0.62,0.21,0.0,0.0,0.97,1.28,0.18
10.csv,42,0,0.88,1,0.56,0.52,0.0,0.38,1.29,2.27,0.22,0.86,1.32,0.0,0.56,0.07,0.0,0.0,0.74,1.22,0.07
10.csv,43,0,0.88,1,0.2,0.53,0.08,0.17,1.05,1.85,0.2,0.7,1.32,0.33,0.36,0.64,0.17,0.37,0.43,0.79,0.21
10.csv,44,0,0.98,1,0.06,0.31,0.08,0.05,0.93,2.05,0.21,0.52,1.31,0.33,0.41,0.64,0.17,0.37,0.23,0.73,0.14
10.csv,45,0,0.88,1,0.05,0.19,0.08,0.05,0.93,1.9,0.07,0.54,1.49,0.68,0.19,0.64,0.17,0.37,0.32,0.37,0.14
10.csv,46,0,0.98,1,0.0,0.0,0.0,0.05,1.33,2.21,0.07,0.82,1.83,0.68,0.19,0.0,0.0,0.0,0.52,0.37,0.0
10.csv,47,0,0.98,1,0.0,0.0,0.01,0.0,1.5,1.62,0.0,0.94,2.05,1.01,0.0,0.07,0.0,0.06,0.4,0.0,0.0
10.csv,48,0,0.98,1,0.0,0.39,0.26,0.0,1.27,1.05,0.0,0.76,1.75,0.92,0.0,0.61,0.17,0.45,0.19,0.0,0.0
10.csv,49,0,0.98,1,0.0,0.49,0.55,0.0,1.08,0.83,0.0,0.46,1.51,0.84,0.0,1.21,0.27,0.93,0.0,0.0,0.26
10.csv,50,0,0.98,1,0.0,0.97,1.02,0.0,0.92,0.84,0.0,0.29,1.34,0.64,0.0,1.76,0.42,1.36,0.0,0.0,0.26
10.csv,51,0,0.98,1,0.0,0.74,1.1,0.0,1.11,1.12,0.0,0.7,1.55,0.5,0.0,1.7,0.27,1.09,0.0,0.05,0.33
10.csv,52,0,0.98,1,0.0,0.5,1.01,0.0,1.29,1.17,0.0,1.61,1.75,0.37,0.0,1.44,0.06,0.34,0.0,0.16,0.21
11.csv,0,0,0.98,1,0.0,0.0,0.02,0.11,0.82,0.84,0.0,1.29,1.47,1.19,0.0,0.93,0.0,0.0,0.0,0.04,0.0
11.csv,1,0,0.98,1,0.15,0.0,0.02,0.08,0.99,0.91,0.0,1.14,1.33,0.78,0.12,0.97,0.0,0.3,0.33,0.48,0.0
11.csv,2,0,0.82,1,0.19,0.0,0.23,0.04,0.97,0.64,0.0,1.14,1.32,0.45,0.12,1.18,0.0,0.56,0.33,0.63,0.0
11.csv,3,0,0.98,1,0.19,0.0,0.36,0.0,0.93,0.46,0.02,1.09,1.2,0.32,0.12,1.41,0.15,0.75,0.0,0.36,0.0
11.csv,4,0,0.98,1,0.04,0.0,0.47,0.0,1.08,0.57,0.03,1.11,1.32,0.57,0.0,1.34,0.29,0.63,0.0,0.27,0.0
11.csv,5,0,0.98,1,0.0,0.0,0.39,0.0,1.25,0.89,0.04,1.03,1.25,0.75,0.0,1.24,0.42,0.55,0.0,0.14,0.0
11.csv,6,0,0.98,1,0.0,0.0,0.4,0.0,1.27,0.94,0.02,1.01,1.27,0.75,0.0,1.23,0.4,0.54,0.0,0.14,0.0
11.csv,7,0,0.98,1,0.01,0.0,0.27,0.28,1.29,1.03,0.01,1.07,1.44,0.69,0.0,0.87,0.25,0.43,0.04,0.08,0.0
11.csv,8,0,0.98,1,0.01,0.0,0.14,0.45,1.33,1.01,0.01,1.08,1.62,0.58,0.0,0.48,0.13,0.34,0.15,0.12,0.0
11.csv,9,0,0.98,1,0.01,0.0,0.09,0.45,1.31,1.24,0.0,0.98,1.72,0.39,0.0,0.06,0.0,0.31,0.15,0.08,0.0
11.csv,10,0,0.98,1,0.0,0.0,0.16,0.17,1.24,1.41,0.0,0.77,1.66,0.26,0.0,0.02,0.0,0.41,0.11,0.08,0.0
11.csv,11,0,0.98,1,0.0,0.0,0.16,0.0,1.15,1.64,0.0,0.6,1.33,0.21,0.18,0.48,0.1,0.4,0.0,0.28,0.0
11.csv,12,0,0.93,1,0.0,0.0,0.23,0.0,1.17,1.52,0.07,0.59,1.29,0.3,0.18,0.48,0.1,0.43,0.06,0.28,0.07
11.csv,13,0,0.98,1,0.0,0.0,0.34,0.0,1.19,1.34,0.1,0.66,1.26,0.44,0.18,0.48,0.1,0.37,0.13,0.28,0.09
11.csv,14,0,0.98,1,0.0,0.0,0.49,0.0,1.19,1.16,0.1,0.74,1.51,0.63,0.03,0.13,0.0,0.3,0.13,0.0,0.17
11.csv,15,0,0.98,1,0.0,0.0,0.49,0.03,1.14,1.07,0.03,0.79,1.52,0.82,0.09,0.24,0.0,0.16,0.07,0.0,0.13
11.csv,16,0,0.98,1,0.0,0.0,0.39,0.03,1.03,1.06,0.06,0.8,1.28,0.74,0.41,0.73,0.27,0.09,0.0,0.15,0.1
11.csv,17,0,0.88,1,0.0,0.0,0.32,0.02,1.05,1.23,0.06,0.97,1.25,0.82,0.46,0.71,0.42,0.07,0.26,0.28,0.03
11.csv,18,0,0.98,1,0.0,0.0,0.26,0.0,1.13,1.36,0.06,1.13,1.25,0.9,0.56,0.64,0.52,0.04,0.54,0.43,0.0
11.csv,19,0,0.98,1,0.0,0.0,0.25,0.0,1.27,1.44,0.0,1.3,1.5,1.21,0.37,0.17,0.28,0.0,0.81,0.38,0.0
11.csv,20,0,0.98,1,0.0,0.0,0.16,0.0,1.29,1.55,0.0,1.28,1.52,1.05,0.33,0.06,0.13,0.0,0.89,0.25,0.32
11.csv,21,0,0.98,1,0.0,0.0,0.08,0.0,1.23,1.73,0.0,1.26,1.5,0.79,0.17,0.03,0.06,0.0,0.87,0.11,0.64
11.csv,22,0,0.98,1,0.04,0.0,0.0,0.0,1.05,1.5,0.0,1.12,1.42,0.38,0.21,0.0,0.13,0.0,1.05,0.0,1.04
11.csv,23,0,0.98,1,0.09,0.0,0.0,0.0,0.88,1.11,0.0,1.02,1.36,0.18,0.25,0.0,0.19,0.0,1.19,0.0,1.13
11.csv,24,0,0.98,1,0.09,0.0,0.0,0.07,0.81,0.93,0.0,1.17,1.43,0.42,0.25,0.27,0.18,0.0,0.93,0.08,0.82
11.csv,25,0,0.98,1,0.04,0.0,0.0,0.07,0.84,1.0,0.0,1.1,1.28,0.42,0.29,0.31,0.35,0.0,1.06,0.21,0.83
11.csv,26,0,0.98,1,0.0,0.0,0.0,0.07,0.89,1.1,0.0,1.04,1.13,0.42,0.47,0.33,0.53,0.0,1.18,0.32,0.83
11.csv,27,0,0.98,1,0.07,0.0,0.0,0.0,0.73,0.93,0.02,0.63,0.82,0.0,0.5,0.1,0.53,0.0,1.74,0.62,1.2
11.csv,28,0,0.98,1,0.1,0.0,0.0,0.0,0.6,0.94,0.04,0.49,0.77,0.0,0.29,0.09,0.26,0.0,1.7,0.86,1.21
11.csv,29,0,0.98,1,0.14,0.0,0.0,0.0,0.47,0.8,0.07,0.36,0.72,0.0,0.03,0.13,0.0,0.0,1.65,1.17,1.23
11.csv,30,0,0.98,1,0.11,0.0,0.0,0.0,0.47,0.76,0.1,0.33,0.71,0.0,0.0,0.14,0.0,0.0,1.63,1.19,1.32
11.csv,31,0,0.98,1,0.08,0.0,0.0,0.08,0.5,0.89,0.07,0.36,0.72,0.0,0.13,0.32,0.02,0.0,1.49,1.12,1.1
11.csv,32,0,0.98,1,0.05,0.0,0.0,0.2,0.53,1.08,0.04,0.38,0.73,0.0,0.22,0.4,0.02,0.0,1.35,1.03,0.89
11.csv,33,0,0.98,1,0.01,0.0,0.0,0.2,0.66,1.29,0.0,0.41,0.84,0.01,0.22,0.52,0.12,0.0,1.27,1.15,0.62
11.csv,34,0,0.98,1,0.0,0.0,0.0,0.12,0.77,1.31,0.0,0.4,0.94,0.01,0.1,0.46,0.23,0.0,1.33,1.39,0.61
11.csv,35,0,0.98,1,0.0,0.0,0.0,0.03,0.91,1.34,0.0,0.87,1.25,0.41,0.0,0.61,0.23,0.0,0.93,1.06,0.38
11.csv,36,0,0.98,1,0.0,0.0,0.06,0.03,0.9,1.44,0.0,1.04,1.22,0.39,0.0,0.56,0.23,0.0,1.14,1.16,0.31
11.csv,37,0,0.98,1,0.0,0.0,0.12,0.03,0.9,1.53,0.0,1.21,1.18,0.39,0.0,0.55,0.2,0.0,1.33,1.23,0.2
11.csv,38,0,0.98,1,0.02,0.05,0.12,0.0,0.91,1.85,0.31,1.05,0.95,0.05,0.0,0.39,0.42,0.0,2.11,1.91,0.2
11.csv,39,0,0.98,1,0.04,0.15,0.06,0.0,0.96,1.95,0.63,1.22,0.96,0.08,0.0,0.34,0.54,0.0,2.23,1.95,0.09
11.csv,40,0,0.98,1,0.05,0.25,0.0,0.0,1.02,2.14,0.93,1.4,0.99,0.12,0.0,0.27,0.66,0.0,2.36,1.98,0.0
