csv_name,frame,face_id,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
2.csv,53,0,0.98,1,0.01,0.0,1.77,0.1,0.41,1.21,0.01,0.37,0.0,0.0,0.0,0.42,0.07,0.02,0.5,0.84,0.0
2.csv,54,0,0.98,1,0.02,0.43,1.26,0.15,0.29,0.87,0.0,0.2,0.0,0.0,0.15,0.46,0.07,0.06,0.45,0.5,0.0
2.csv,55,0,0.82,1,0.08,0.43,1.49,0.15,0.36,0.92,0.0,0.27,0.0,0.0,0.15,0.39,0.15,0.06,0.54,0.51,0.0
2.csv,56,0,0.98,1,0.07,0.43,1.55,0.15,0.28,0.85,0.02,0.32,0.0,0.0,0.17,0.37,0.1,0.06,0.67,0.48,0.0
2.csv,57,0,0.98,1,0.13,0.0,1.99,0.0,0.39,1.09,0.02,0.45,0.0,0.0,0.02,0.16,0.1,0.0,0.69,0.55,0.0
2.csv,58,0,0.98,1,0.07,0.0,1.69,0.0,0.25,0.78,0.02,0.41,0.0,0.0,0.02,0.3,0.0,0.0,0.49,0.28,0.0
2.csv,59,0,0.98,1,0.07,0.0,1.56,0.0,0.23,0.45,0.0,0.41,0.0,0.0,0.0,0.4,0.0,0.01,0.22,0.12,0.0
2.csv,60,0,0.98,1,0.0,0.0,1.24,0.0,0.19,0.26,0.0,0.28,0.0,0.0,0.07,0.61,0.0,0.03,0.03,0.1,0.0
2.csv,61,0,0.98,1,0.0,0.0,1.16,0.0,0.23,0.21,0.0,0.16,0.0,0.0,0.13,0.59,0.0,0.05,0.04,0.14,0.0
2.csv,62,0,0.98,1,0.2,0.2,0.78,0.08,0.17,0.16,0.0,0.21,0.0,0.01,0.16,0.53,0.0,0.04,0.28,0.41,0.0
2.csv,63,0,0.98,1,0.48,0.59,0.74,0.08,0.1,0.2,0.0,0.45,0.0,0.04,0.22,0.51,0.0,0.02,0.55,0.5,0.27
2.csv,64,0,0.98,1,0.59,0.67,0.62,0.08,0.0,0.22,0.0,0.64,0.0,0.07,0.21,0.34,0.18,0.0,0.83,0.76,0.46
2.csv,65,0,0.98,1,0.32,0.24,0.84,0.0,0.0,0.11,0.0,0.54,0.0,0.07,0.17,0.0,0.53,0.0,0.94,0.93,0.58
20.csv,0,0,0.98,1,0.01,0.15,0.0,0.0,1.26,1.37,0.0,1.2,1.98,0.0,0.0,0.0,0.02,0.0,1.54,0.48,0.07
20.csv,1,0,0.98,1,0.0,0.05,0.06,0.0,1.67,1.59,0.0,1.02,2.03,0.34,0.02,0.38,0.01,0.0,1.17,0.25,0.02
20.csv,2,0,0.98,1,0.0,0.0,0.06,0.0,1.96,1.72,0.0,1.02,2.1,0.72,0.09,0.57,0.0,0.0,0.91,0.09,0.0
20.csv,3,0,0.98,1,0.0,0.0,0.06,0.0,1.91,1.79,0.0,0.96,2.33,0.87,0.24,0.5,0.0,0.02,1.23,0.18,0.0
20.csv,4,0,0.98,1,0.0,0.0,0.0,0.0,2.08,1.98,0.0,1.04,2.5,1.33,0.47,0.34,0.0,0.02,1.4,0.1,0.0
20.csv,5,0,0.98,1,0.0,0.0,0.0,0.0,1.96,1.96,0.0,0.98,2.76,1.51,0.62,0.33,0.0,0.02,1.49,0.1,0.01
20.csv,6,0,0.98,1,0.0,0.0,0.0,0.03,1.84,2.01,0.0,0.93,2.78,1.22,0.46,0.3,0.0,0.04,1.16,0.0,0.01
20.csv,7,0,0.98,1,0.0,0.0,0.0,0.03,1.69,2.13,0.0,0.74,2.67,1.09,0.22,0.64,0.13,0.08,1.01,0.0,0.01
20.csv,8,0,0.98,1,0.0,0.0,0.0,0.03,1.42,1.98,0.0,0.61,2.47,0.82,0.0,0.85,0.22,0.13,0.89,0.38,0.0
20.csv,9,0,0.93,1,0.0,0.0,0.0,0.0,1.35,1.61,0.0,0.63,2.49,1.01,0.0,1.03,0.22,0.11,0.73,0.42,0.0
20.csv,10,0,0.98,1,0.11,0.09,0.0,0.0,1.14,1.09,0.0,0.97,2.44,0.67,0.0,0.68,0.09,0.06,0.78,0.42,0.0
20.csv,11,0,0.98,1,0.11,0.09,0.1,0.0,1.4,1.03,0.0,0.88,2.43,0.69,0.0,0.46,0.09,0.01,0.7,0.04,0.0
20.csv,12,0,0.98,1,0.11,0.09,0.23,0.0,1.52,1.04,0.0,0.89,2.3,0.91,0.14,0.28,0.25,0.0,0.76,0.0,0.03
20.csv,13,0,0.98,1,0.0,0.0,0.31,0.0,1.83,1.5,0.14,0.78,2.39,1.52,0.14,0.39,0.55,0.0,0.56,0.05,0.03
20.csv,14,0,0.98,1,0.0,0.0,0.2,0.0,1.79,1.7,0.14,1.04,2.44,1.57,0.15,0.3,0.53,0.06,0.82,0.13,0.03
20.csv,15,0,0.98,1,0.0,0.0,0.08,0.0,1.79,1.81,0.14,1.23,2.55,1.25,0.01,0.32,0.39,0.06,0.99,0.13,0.15
20.csv,16,0,0.98,1,0.0,0.0,0.0,0.0,1.85,1.65,0.0,1.18,2.56,0.97,0.01,0.17,0.14,0.08,1.25,0.29,0.26
20.csv,17,0,0.98,1,0.18,0.1,0.0,0.12,1.9,1.56,0.0,0.99,2.55,1.03,0.0,0.25,0.28,0.11,1.14,0.52,0.26
20.csv,18,0,0.98,1,0.29,0.15,0.0,0.16,1.85,1.72,0.0,0.98,2.48,1.23,0.0,0.21,0.41,0.11,1.14,0.52,0.11
20.csv,19,0,0.98,1,0.44,0.27,0.0,0.2,1.66,1.8,0.0,1.13,2.51,1.35,0.0,0.18,0.39,0.09,1.08,0.31,0.05
20.csv,20,0,0.98,1,0.35,0.31,0.0,0.08,1.75,1.93,0.0,1.33,2.57,1.31,0.0,0.01,0.28,0.0,1.05,0.0,0.27
20.csv,21,0,0.98,1,0.24,0.26,0.0,0.04,1.86,1.84,0.0,1.4,2.42,1.21,0.03,0.06,0.14,0.0,1.17,0.0,0.27
20.csv,22,0,0.98,1,0.09,0.16,0.0,0.0,1.91,1.83,0.07,1.32,2.4,1.2,0.03,0.06,0.09,0.0,1.19,0.0,0.46
20.csv,23,0,0.98,1,0.0,0.02,0.0,0.0,1.77,2.03,0.07,1.27,2.33,1.4,0.05,0.2,0.32,0.0,1.18,0.18,0.34
20.csv,24,0,0.98,1,0.0,0.02,0.0,0.11,1.74,1.95,0.07,1.25,2.43,1.47,0.01,0.15,0.37,0.0,1.07,0.18,0.58
20.csv,25,0,0.98,1,0.0,0.0,0.0,0.28,1.77,1.91,0.0,1.33,2.38,1.43,0.01,0.14,0.47,0.0,1.05,0.18,0.54
20.csv,26,0,0.98,1,0.06,0.0,0.0,0.28,1.87,1.9,0.0,1.46,2.34,1.09,0.0,0.0,0.15,0.0,1.29,0.01,0.66
20.csv,27,0,0.98,1,0.22,0.2,0.0,0.18,1.81,2.17,0.0,1.58,2.35,1.04,0.0,0.0,0.1,0.0,1.28,0.04,0.83
20.csv,28,0,0.98,1,0.44,0.28,0.0,0.13,1.73,2.03,0.0,1.59,2.44,1.03,0.0,0.0,0.0,0.0,1.29,0.06,1.14
20.csv,29,0,0.98,1,0.56,0.33,0.0,0.32,1.67,1.69,0.0,1.55,2.53,1.13,0.0,0.0,0.0,0.0,1.2,0.08,1.39
20.csv,30,0,0.98,1,0.45,0.13,0.0,0.32,1.67,1.56,0.06,1.46,2.52,1.08,0.0,0.0,0.13,0.0,1.53,0.06,1.38
20.csv,31,0,0.98,1,0.54,0.58,0.0,0.19,1.69,1.79,0.08,1.57,2.56,1.1,0.0,0.0,0.13,0.0,1.72,0.06,1.18
20.csv,32,0,0.98,1,0.36,0.53,0.0,0.0,1.77,2.0,0.08,1.56,2.32,1.04,0.0,0.05,0.13,0.0,1.83,0.03,0.82
20.csv,33,0,0.98,1,0.31,0.58,0.0,0.0,1.75,1.86,0.18,1.45,2.15,0.95,0.0,0.05,0.0,0.0,1.45,0.22,0.84
20.csv,34,0,0.98,1,0.0,0.05,0.1,0.26,1.85,1.91,0.2,1.09,1.97,0.86,0.0,0.12,0.04,0.0,1.21,0.37,0.53
20.csv,35,0,0.98,1,0.0,0.05,0.2,0.49,1.89,1.94,0.24,0.89,2.09,0.83,0.0,0.08,0.13,0.0,1.09,0.54,0.42
20.csv,36,0,0.98,1,0.0,0.0,0.2,0.49,1.93,2.25,0.11,0.81,2.22,0.76,0.0,0.08,0.13,0.0,1.2,0.34,0.0
20.csv,37,0,0.98,1,0.0,0.0,0.11,0.23,1.75,1.68,0.12,0.93,2.12,0.53,0.0,0.05,0.09,0.0,0.94,0.27,0.15
20.csv,38,0,0.98,1,0.0,0.0,0.0,0.0,1.52,1.43,0.08,0.95,1.91,0.25,0.0,0.11,0.0,0.0,0.88,0.34,0.34
20.csv,39,0,0.98,1,0.0,0.0,0.0,0.0,1.39,0.95,0.07,0.84,1.73,0.08,0.0,0.21,0.0,0.0,0.74,0.44,0.46
20.csv,40,0,0.98,1,0.16,0.0,0.02,0.0,1.27,0.98,0.18,0.63,1.64,0.0,0.0,0.36,0.0,0.0,0.66,0.35,0.43
20.csv,41,0,0.98,1,0.29,0.0,0.02,0.0,1.24,0.88,0.2,0.68,1.41,0.0,0.01,0.66,0.0,0.0,0.33,0.13,0.24
20.csv,42,0,0.98,1,0.29,0.0,0.02,0.0,1.29,0.56,0.2,0.68,1.31,0.0,0.01,0.88,0.0,0.0,0.01,0.03,0.14
20.csv,43,0,0.98,1,0.13,0.0,0.0,0.0,1.56,0.94,0.04,0.97,1.4,0.46,0.01,0.74,0.0,0.0,0.38,0.03,0.14
20.csv,44,0,0.98,1,0.0,0.0,0.13,0.0,1.65,1.18,0.01,0.65,1.48,0.48,0.09,0.74,0.0,0.06,0.42,0.07,0.32
20.csv,45,0,0.98,1,0.0,0.0,0.25,0.0,1.73,1.72,0.09,0.45,1.5,0.49,0.21,0.71,0.0,0.09,0.42,0.1,0.43
20.csv,46,0,0.98,1,0.0,0.0,0.25,0.0,1.6,1.54,0.12,0.02,1.24,0.03,0.21,1.02,0.0,0.11,0.04,0.23,0.33
20.csv,47,0,0.98,1,0.0,0.0,0.14,0.0,1.84,1.49,0.28,0.02,1.25,0.01,0.18,1.09,0.0,0.06,0.0,0.43,0.25
20.csv,48,0,0.98,1,0.0,0.0,0.03,0.0,1.76,1.0,0.29,0.0,1.14,0.0,0.06,1.11,0.0,0.02,0.14,0.4,0.14
20.csv,49,0,0.98,1,0.0,0.0,0.05,0.0,1.64,1.15,0.28,0.17,1.08,0.0,0.08,0.98,0.0,0.0,0.28,0.57,0.24
20.csv,50,0,0.98,1,0.0,0.0,0.02,0.0,1.31,1.02,0.11,0.29,1.01,0.0,0.04,0.77,0.0,0.0,0.3,0.56,0.13
20.csv,51,0,0.98,1,0.0,0.0,0.02,0.0,1.2,1.21,0.06,0.29,0.96,0.0,0.07,0.65,0.0,0.0,0.2,0.85,0.11
20.csv,52,0,0.98,1,0.0,0.0,0.0,0.0,1.14,0.69,0.04,0.41,0.95,0.0,0.05,0.82,0.0,0.0,0.07,0.71,0.0
20.csv,53,0,0.98,1,0.0,0.0,0.0,0.0,1.11,0.41,0.04,0.35,0.99,0.0,0.05,0.81,0.0,0.0,0.07,0.45,0.0
20.csv,54,0,0.98,1,0.0,0.0,0.0,0.0,1.32,0.69,0.0,0.74,1.29,0.37,0.1,0.61,0.0,0.0,0.47,0.16,0.11
20.csv,55,0,0.98,1,0.0,0.0,0.0,0.0,1.35,0.77,0.0,0.45,1.31,0.37,0.1,0.42,0.0,0.0,0.55,0.04,0.11
20.csv,56,0,0.98,1,0.0,0.0,0.0,0.0,1.29,0.77,0.0,0.55,1.27,0.37,0.17,0.22,0.0,0.06,0.6,0.19,0.11
20.csv,57,0,0.93,1,0.0,0.0,0.0,0.0,0.91,0.29,0.13,0.33,0.86,0.0,0.18,0.37,0.0,0.06,0.15,0.37,0.0
20.csv,58,0,0.98,1,0.0,0.0,0.0,0.0,0.66,0.21,0.18,0.52,0.79,0.0,0.35,0.39,0.0,0.15,0.08,0.51,0.0
20.csv,59,0,0.98,1,0.08,0.0,0.0,0.0,0.54,0.08,0.18,0.57,0.66,0.0,0.43,0.56,0.0,0.24,0.01,0.58,0.0
20.csv,60,0,0.98,1,0.15,0.0,0.0,0.0,0.52,0.0,0.05,0.59,0.65,0.0,0.45,0.57,0.0,0.36,0.01,0.56,0.0
20.csv,61,0,0.98,1,0.44,0.0,0.0,0.0,0.56,0.0,0.0,0.49,0.7,0.0,0.28,0.51,0.0,0.48,0.03,0.44,0.0
20.csv,62,0,0.98,1,0.59,0.1,0.03,0.0,0.52,0.17,0.0,0.47,0.96,0.0,0.11,0.46,0.0,0.54,0.15,0.29,0.0
20.csv,63,0,0.98,1,0.65,0.1,0.03,0.0,0.62,0.17,0.0,0.39,1.14,0.0,0.08,0.5,0.0,0.67,0.15,0.27,0.0
20.csv,64,0,0.98,1,0.49,0.1,0.03,0.0,0.75,0.17,0.0,0.41,1.2,0.0,0.19,0.49,0.0,0.7,0.12,0.38,0.0
20.csv,65,0,0.98,1,0.26,0.0,0.0,0.0,1.35,0.89,0.0,0.61,1.44,0.41,0.19,0.47,0.0,0.5,0.35,0.34,0.02
20.csv,66,0,0.98,1,0.53,0.0,0.0,0.03,1.05,1.48,0.0,0.49,1.14,1.02,0.59,1.76,0.0,0.81,0.35,0.9,0.02
20.csv,67,0,0.82,1,0.58,0.0,0.0,0.19,0.75,2.38,0.05,0.37,1.07,1.82,1.44,3.26,0.0,1.72,0.35,1.48,0.02
20.csv,68,0,0.98,1,0.58,0.11,0.0,0.69,0.03,2.68,0.05,0.0,0.97,2.28,3.11,4.81,0.0,3.38,0.0,1.83,0.0
20.csv,69,0,0.98,1,0.2,0.11,0.0,1.06,0.09,3.26,0.11,0.0,1.31,2.56,3.92,4.88,0.0,4.07,0.0,1.61,0.0
20.csv,70,0,0.98,1,0.26,0.11,0.0,1.04,0.16,3.44,0.2,0.0,1.36,2.7,3.69,4.63,0.0,3.76,0.0,1.39,0.0
20.csv,71,0,0.98,1,0.34,0.0,0.0,0.54,0.38,3.56,0.22,0.01,1.26,2.73,2.81,4.53,0.0,2.91,0.0,1.51,0.0
20.csv,72,0,0.98,1,0.38,0.08,0.0,0.15,0.54,3.49,0.16,0.05,1.32,2.61,1.95,4.5,0.0,2.15,0.0,1.47,0.0
20.csv,73,0,0.98,1,0.25,0.08,0.0,0.07,0.73,3.81,0.05,0.05,1.46,2.26,1.58,4.75,0.0,1.89,0.0,1.46,0.0
20.csv,74,0,0.98,1,0.21,0.08,0.0,0.08,0.82,3.96,0.03,0.04,1.58,2.01,1.76,4.82,0.0,2.04,0.0,1.35,0.0
20.csv,75,0,0.98,1,0.19,0.0,0.0,0.18,0.9,4.22,0.03,0.0,1.74,1.99,2.57,4.95,0.0,2.64,0.0,1.34,0.0
20.csv,76,0,0.98,1,0.09,0.0,0.0,0.11,1.41,3.63,0.0,0.46,1.94,1.69,2.2,3.35,0.0,2.07,0.39,0.83,0.0
20.csv,77,0,0.98,1,0.44,0.08,0.0,0.09,1.14,2.25,0.0,0.46,1.61,1.04,1.23,1.78,0.0,1.27,0.44,0.55,0.0
20.csv,78,0,0.98,1,0.65,0.08,0.0,0.0,0.95,1.16,0.0,0.57,1.38,0.36,0.0,0.25,0.02,0.18,0.55,0.17,0.02
20.csv,79,0,0.98,1,0.73,0.11,0.0,0.0,0.37,0.71,0.0,0.44,1.16,0.06,0.0,0.18,0.19,0.21,0.2,0.17,0.05
20.csv,80,0,0.98,1,0.45,0.13,0.0,0.0,0.49,1.03,0.0,0.72,1.37,0.06,0.0,0.13,0.42,0.06,0.15,0.05,0.09
20.csv,81,0,0.98,1,0.18,0.13,0.0,0.0,0.59,1.29,0.0,0.68,1.34,0.0,0.0,0.0,0.4,0.05,0.04,0.0,0.15
20.csv,82,0,0.98,1,0.17,0.15,0.0,0.0,0.71,1.33,0.0,0.49,1.25,0.02,0.0,0.0,0.28,0.02,0.0,0.02,0.23
20.csv,83,0,0.98,1,0.07,0.04,0.0,0.0,0.82,1.4,0.0,0.3,1.14,0.02,0.0,0.0,0.29,0.0,0.0,0.02,0.19
20.csv,84,0,0.98,1,0.12,0.04,0.0,0.0,0.83,1.41,0.0,0.38,1.16,0.02,0.02,0.04,0.41,0.0,0.09,0.02,0.12
20.csv,85,0,0.98,1,0.12,0.0,0.0,0.0,0.76,1.55,0.0,0.33,1.15,0.0,0.05,0.1,0.45,0.0,0.19,0.0,0.0
20.csv,86,0,0.98,1,0.12,0.0,0.0,0.0,0.8,1.15,0.0,0.34,1.25,0.02,0.05,0.36,0.21,0.0,0.28,0.31,0.0
20.csv,87,0,0.98,1,0.07,0.0,0.0,0.0,1.25,1.23,0.0,0.67,1.55,0.33,0.03,0.48,0.09,0.0,0.52,0.38,0.0
20.csv,88,0,0.98,1,0.01,0.0,0.0,0.0,1.35,0.69,0.0,0.58,1.61,0.51,0.0,0.79,0.0,0.0,0.42,0.4,0.0
20.csv,89,0,0.93,1,0.19,0.03,0.0,0.0,1.41,0.99,0.0,0.61,1.44,0.58,0.08,1.0,0.05,0.0,0.32,0.36,0.0
20.csv,90,0,0.98,1,0.35,0.09,0.0,0.0,1.11,0.75,0.0,0.19,1.07,0.37,0.17,1.29,0.11,0.0,0.0,0.44,0.0
20.csv,91,0,0.98,1,0.34,0.09,0.0,0.02,1.12,1.1,0.0,0.19,0.99,0.36,0.27,1.34,0.12,0.0,0.0,0.52,0.0
20.csv,92,0,0.98,1,0.16,0.06,0.05,0.02,1.13,0.97,0.0,0.27,1.11,0.3,0.27,1.17,0.37,0.0,0.0,0.3,0.0
20.csv,93,0,0.98,1,0.01,0.22,0.13,0.02,0.95,0.98,0.0,0.29,1.13,0.2,0.17,1.12,0.32,0.0,0.03,0.63,0.0
20.csv,94,0,0.98,1,0.31,0.46,0.13,0.0,0.83,0.95,0.0,0.37,1.16,0.02,0.07,0.97,0.39,0.0,0.03,0.84,0.0
20.csv,95,0,0.98,1,0.61,0.54,0.08,0.0,0.71,1.0,0.0,0.38,1.08,0.05,0.08,1.23,0.24,0.0,0.03,1.12,0.0
20.csv,96,0,0.98,1,0.91,0.24,0.0,0.0,0.84,0.91,0.0,0.61,1.03,0.15,0.23,1.64,0.47,0.0,0.0,1.0,0.0
21.csv,0,0,0.98,1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.91,0.2,0.0,0.19,0.81,0.0,0.0,0.0,0.0,0.0
21.csv,1,0,0.88,1,0.06,0.1,0.0,0.1,0.23,0.0,0.0,0.51,0.79,0.18,0.25,1.08,0.25,0.56,0.0,0.89,0.0
21.csv,2,0,0.98,1,0.16,0.05,0.0,0.11,0.23,0.0,0.0,0.39,0.91,0.28,0.36,1.22,0.25,0.59,0.0,1.26,0.0
21.csv,3,0,0.98,1,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.56,0.59,0.34,0.44,1.19,0.0,0.06,0.0,1.29,0.0
21.csv,4,0,0.98,1,0.26,0.0,0.0,0.01,0.0,0.02,0.0,0.69,0.63,0.31,0.39,1.17,0.0,0.03,0.17,1.26,0.0
21.csv,5,0,0.98,1,0.25,0.0,0.0,0.0,0.0,0.02,0.0,0.95,0.67,0.21,0.22,1.18,0.0,0.0,0.2,1.31,0.0
21.csv,6,0,0.98,1,0.26,0.0,0.0,0.0,0.01,0.02,0.0,1.24,0.7,0.2,0.14,1.24,0.0,0.0,0.28,1.44,0.0
21.csv,7,0,0.98,1,0.24,0.0,0.0,0.0,0.03,0.01,0.0,1.33,0.66,0.19,0.0,1.24,0.0,0.0,0.18,1.47,0.0
21.csv,8,0,0.98,1,0.26,0.0,0.13,0.0,0.03,0.0,0.05,1.34,0.62,0.31,0.0,1.3,0.0,0.0,0.22,1.45,0.0
21.csv,9,0,0.98,1,0.25,0.0,0.2,0.0,0.02,0.0,0.09,1.28,0.57,0.27,0.0,1.25,0.0,0.0,0.27,1.34,0.0
21.csv,10,0,0.98,1,0.27,0.0,0.24,0.0,0.0,0.03,0.09,1.09,0.52,0.18,0.0,1.22,0.0,0.02,0.2,1.06,0.0
21.csv,11,0,0.98,1,0.34,0.52,0.11,0.25,0.13,0.03,0.04,0.65,0.76,0.06,0.0,0.75,0.0,0.22,0.3,1.24,0.0
21.csv,12,0,0.98,1,0.28,0.52,0.04,0.25,0.13,0.14,0.02,0.44,0.78,0.01,0.0,0.81,0.0,0.23,0.17,0.78,0.0
21.csv,13,0,0.98,1,0.17,0.52,0.0,0.25,0.14,0.19,0.04,0.42,0.81,0.0,0.0,0.85,0.0,0.22,0.17,0.63,0.0
21.csv,14,0,0.98,1,0.0,0.0,0.02,0.0,0.02,0.19,0.07,0.61,0.55,0.0,0.0,1.35,0.0,0.1,0.0,0.05,0.0
21.csv,15,0,0.98,1,0.0,0.0,0.04,0.0,0.05,0.07,0.08,0.65,0.5,0.0,0.0,1.33,0.0,0.14,0.0,0.04,0.0
21.csv,16,0,0.98,1,0.0,0.0,0.13,0.01,0.03,0.0,0.07,0.67,0.44,0.0,0.17,1.4,0.0,0.16,0.0,0.07,0.0
21.csv,17,0,0.98,1,0.0,0.0,0.11,0.05,0.03,0.05,0.04,0.86,0.4,0.0,0.22,1.21,0.0,0.09,0.08,0.56,0.0
21.csv,18,0,0.98,1,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.95,0.42,0.0,0.22,1.12,0.0,0.04,0.2,0.9,0.0
21.csv,19,0,0.98,1,0.0,0.0,0.0,0.19,0.0,0.15,0.0,1.15,0.4,0.0,0.1,1.04,0.0,0.0,0.4,1.3,0.0
21.csv,20,0,0.98,1,0.0,0.0,0.0,0.18,0.0,0.1,0.0,1.19,0.31,0.0,0.11,1.26,0.0,0.0,0.69,1.42,0.0
21.csv,21,0,0.98,1,0.04,0.04,0.0,0.14,0.0,0.0,0.0,0.86,0.19,0.0,0.11,1.4,0.0,0.0,0.58,1.65,0.0
21.csv,22,0,0.98,1,0.1,0.31,0.0,0.36,0.05,0.0,0.0,0.4,0.44,0.0,0.06,1.0,0.12,0.3,0.52,1.84,0.0
21.csv,23,0,0.98,1,0.36,0.31,0.0,0.34,0.05,0.0,0.0,0.16,0.5,0.0,0.01,0.92,0.14,0.3,0.16,1.82,0.22
21.csv,24,0,0.98,1,0.66,0.28,0.0,0.3,0.05,0.0,0.0,0.33,0.58,0.0,0.01,1.0,0.19,0.3,0.16,1.93,0.49
21.csv,25,0,0.98,1,0.96,0.27,0.0,0.03,0.0,0.0,0.0,0.55,0.39,0.19,0.1,1.57,0.19,0.0,0.1,2.17,0.75
21.csv,26,0,0.93,1,1.09,0.43,0.15,0.03,0.02,0.0,0.0,0.72,0.49,0.45,0.28,1.48,0.4,0.0,0.67,2.36,0.79
21.csv,27,0,0.98,1,0.98,0.63,0.18,0.03,0.08,0.0,0.0,0.9,0.57,0.62,0.36,1.17,0.36,0.0,1.36,2.48,0.93
21.csv,28,0,0.98,1,0.8,0.46,0.18,0.0,0.14,0.01,0.0,0.96,0.68,0.43,0.27,0.82,0.35,0.0,1.9,2.49,0.93
21.csv,29,0,0.98,1,0.73,0.5,0.02,0.0,0.19,0.01,0.0,0.95,0.75,0.2,0.08,0.73,0.19,0.0,1.9,2.63,1.04
21.csv,30,0,0.98,1,0.9,0.56,0.0,0.0,0.13,0.01,0.0,0.66,0.78,0.03,0.0,0.86,0.2,0.0,1.62,2.23,0.68
21.csv,31,0,0.98,1,1.16,0.69,0.0,0.0,0.06,0.0,0.0,0.62,0.69,0.03,0.0,1.03,0.09,0.0,1.21,1.51,0.42
21.csv,32,0,0.98,1,1.29,0.82,0.0,0.0,0.01,0.0,0.0,0.5,0.68,0.0,0.01,0.91,0.04,0.0,0.91,0.76,0.06
21.csv,33,0,0.98,1,0.96,0.84,0.0,0.3,0.05,0.0,0.0,0.44,0.83,0.0,0.01,0.54,0.15,0.3,0.66,1.03,0.02
21.csv,34,0,0.98,1,0.98,0.98,0.0,0.3,0.05,0.0,0.0,0.29,0.73,0.0,0.02,0.34,0.15,0.3,0.65,1.03,0.02
21.csv,35,0,0.98,1,1.03,1.07,0.0,0.3,0.05,0.0,0.0,0.18,0.61,0.0,0.01,0.37,0.12,0.3,0.6,1.15,0.0
21.csv,36,0,0.98,1,1.39,1.02,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.0,0.01,0.72,0.02,0.0,0.45,0.61,0.03
21.csv,37,0,0.98,1,1.25,1.09,0.0,0.0,0.0,0.0,0.0,0.13,0.3,0.0,0.0,0.9,0.1,0.0,0.27,0.66,0.03
21.csv,38,0,0.98,1,1.01,1.04,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,1.08,0.13,0.0,0.24,1.05,0.04
21.csv,39,0,0.98,1,0.9,1.01,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,1.07,0.18,0.0,0.33,1.57,0.01
21.csv,40,0,0.98,1,0.85,0.75,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.96,0.19,0.0,0.35,1.91,0.01
21.csv,41,0,0.98,1,1.01,0.6,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.33,0.0,0.41,1.98,0.0
21.csv,42,0,0.98,1,1.08,0.43,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.53,0.0,0.44,1.77,0.0
21.csv,43,0,0.98,1,1.39,0.55,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.47,0.0,0.42,1.73,0.0
21.csv,44,0,0.98,1,0.97,0.69,0.24,0.44,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.59,0.41,0.4,0.18,1.03,0.0
21.csv,45,0,0.88,1,0.92,1.05,0.31,0.59,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.77,0.33,0.4,0.06,1.47,0.0
21.csv,46,0,0.98,1,0.56,1.18,0.22,0.73,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.94,0.5,0.4,0.07,1.92,0.0
21.csv,47,0,0.98,1,0.62,0.89,0.24,0.96,0.0,0.0,0.0,0.02,0.0,0.0,0.09,1.12,0.39,0.0,0.6,2.9,0.07
21.csv,48,0,0.98,1,0.29,0.65,0.36,1.14,0.05,0.0,0.0,0.02,0.09,0.0,0.16,0.8,0.27,0.0,1.14,2.92,0.07
21.csv,49,0,0.98,1,0.07,0.22,0.4,1.06,0.05,0.0,0.0,0.02,0.19,0.0,0.16,0.54,0.31,0.0,1.45,3.06,0.07
21.csv,50,0,0.98,1,0.0,0.15,0.41,0.62,0.05,0.0,0.0,0.0,0.41,0.16,0.07,0.68,0.64,0.2,0.92,2.6,0.25
21.csv,51,0,0.98,1,0.0,0.0,0.31,0.19,0.0,0.0,0.0,0.0,0.54,0.31,0.0,0.84,0.92,0.37,0.38,2.36,0.49
21.csv,52,0,0.98,1,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.69,0.4,0.11,0.77,0.95,0.37,0.0,1.5,1.05
21.csv,53,0,0.88,1,0.21,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.68,0.25,0.27,0.56,0.92,0.17,0.0,1.1,1.13
21.csv,54,0,0.98,1,0.23,0.03,0.03,0.08,0.03,0.0,0.0,0.66,0.69,0.1,0.33,0.47,0.82,0.0,0.11,0.67,1.22
21.csv,55,0,0.98,1,0.09,0.1,0.03,0.17,0.19,0.0,0.0,0.66,0.75,0.04,0.23,0.36,0.61,0.3,0.11,0.48,0.75
21.csv,56,0,0.93,1,0.01,0.1,0.05,0.17,0.31,0.0,0.03,1.16,0.79,0.13,0.27,0.61,0.65,0.3,0.33,0.72,0.42
